USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
TX	4814882	02633239	Chula Vista CDP	57	S	1370588	17600	0.529	0.007	28.659549	-99.80429                                                                                                                  
TX	4814920	02409462	Cibolo city	25	A	48228028	66882	18.621	0.026	29.570142	-98.217797                                                                                                                   
TX	4814927	02407621	Cienegas Terrace CDP	57	S	8257371	135386	3.188	0.052	29.368983	-100.942851                                                                                                          
TX	4814929	02407623	Cinco Ranch CDP	57	S	11166501	266565	4.311	0.103	29.739856	-95.760674                                                                                                               
TX	4814986	02034441	Circle D-KC Estates CDP	57	S	24046965	229398	9.285	0.089	30.160456	-97.239843                                                                                                       
TX	4815004	02409463	Cisco city	25	A	12832832	8966	4.955	0.003	32.385006	-98.980342                                                                                                                      
TX	4815028	02407625	Citrus City CDP	57	S	5293501	0	2.044	0.	26.328071	-98.392315                                                                                                                        
TX	4815112	02409467	Clarendon city	25	A	7517235	271783	2.902	0.105	34.936913	-100.892111                                                                                                                
TX	4815160	02409470	Clarksville city	25	A	7928154	0	3.061	0.	33.610977	-95.056121                                                                                                                       
TX	4815172	02409471	Clarksville City city	25	A	16421547	410629	6.34	0.159	32.534957	-94.893551                                                                                                          
TX	4815196	02409473	Claude city	25	A	4445222	2850	1.716	0.001	35.107367	-101.362882                                                                                                                     
TX	4815328	02409477	Clear Lake Shores city	25	A	1132972	797238	0.437	0.308	29.546526	-95.03259                                                                                                          
TX	4815364	02409480	Cleburne city	25	A	90493492	7502258	34.94	2.897	32.353969	-97.410889                                                                                                                
TX	4815436	02409482	Cleveland city	25	A	42160424	30868	16.278	0.012	30.336746	-95.092795                                                                                                                
TX	4815472	02409484	Clifton city	25	A	5295596	34982	2.045	0.014	31.782037	-97.581879                                                                                                                    
TX	4815544	02413216	Clint town	43	A	5091041	21301	1.966	0.008	31.590195	-106.228679                                                                                                                     
TX	4815628	02407640	Cloverleaf CDP	57	S	7979480	2549	3.081	0.001	29.789769	-95.176276                                                                                                                   
TX	4815652	02409490	Clute city	25	A	13870417	918864	5.355	0.355	29.027135	-95.398795                                                                                                                    
TX	4815676	02409491	Clyde city	25	A	8504512	0	3.284	0.	32.405586	-99.503918                                                                                                                             
TX	4815700	02413218	Coahoma town	43	A	3186075	0	1.23	0.	32.295623	-101.308884                                                                                                                           
TX	4815796	02409498	Cockrell Hill city	25	A	1511850	0	0.584	0.	32.738182	-96.88855                                                                                                                      
TX	4815820	02413220	Coffee City town	43	A	5006451	12232608	1.933	4.723	32.153923	-95.544824                                                                                                             
TX	4815892	02410188	Coldspring city	25	A	4807562	11230	1.856	0.004	30.589558	-95.130706                                                                                                                 
TX	4815916	02410189	Coleman city	25	A	15910353	92685	6.143	0.036	31.831378	-99.422201                                                                                                                   
TX	4815976	02410193	College Station city	25	A	132242588	369349	51.059	0.143	30.58516	-96.29636                                                                                                          
TX	4815988	02410194	Colleyville city	25	A	33953866	268004	13.11	0.103	32.891787	-97.149641                                                                                                              
TX	4816036	02413227	Collinsville town	43	A	2403128	0	0.928	0.	33.55921	-96.907585                                                                                                                       
TX	4816048	02410196	Colmesneil city	25	A	5181328	0	2.001	0.	30.909656	-94.422059                                                                                                                        
TX	4816110	02584622	Colorado Acres CDP	57	S	7616192	0	2.941	0.	27.644899	-99.214301                                                                                                                     
TX	4816120	02410197	Colorado City city	25	A	13810317	0	5.332	0.	32.399486	-100.858304                                                                                                                   
TX	4816168	02410203	Columbus city	25	A	7437069	12226	2.871	0.005	29.702778	-96.557057                                                                                                                   
TX	4816192	02410207	Comanche city	25	A	11812733	0	4.561	0.	31.900484	-98.604364                                                                                                                         
TX	4816204	02413234	Combes town	43	A	7882432	99874	3.043	0.039	26.246514	-97.726766                                                                                                                     
TX	4816216	02410208	Combine city	25	A	17314819	751397	6.685	0.29	32.590083	-96.517197                                                                                                                   
TX	4816228	02407650	Comfort CDP	57	S	8356118	22738	3.226	0.009	29.974383	-98.899496                                                                                                                     
TX	4816240	02410211	Commerce city	25	A	21584129	188798	8.334	0.073	33.240992	-95.898869                                                                                                                 
TX	4816252	02413235	Como town	43	A	2859679	8536	1.104	0.003	33.059713	-95.475236                                                                                                                        
TX	4816300	02407651	Concepcion CDP	57	S	206362	0	0.08	0.	27.395133	-98.355628                                                                                                                           
TX	4816432	02410218	Conroe city	25	A	180348328	1856257	69.633	0.717	30.320605	-95.481159                                                                                                                
TX	4816468	02410219	Converse city	25	A	18379546	224528	7.096	0.087	29.514125	-98.305274                                                                                                                 
TX	4816540	02410220	Cool city	25	A	4268043	8169	1.648	0.003	32.798325	-98.012297                                                                                                                        
TX	4816552	02413238	Coolidge town	43	A	2459115	88357	0.949	0.034	31.751448	-96.65222                                                                                                                    
TX	4816564	02410222	Cooper city	25	A	3757439	32221	1.451	0.012	33.371987	-95.690702                                                                                                                     
TX	4816612	02410224	Coppell city	25	A	37401110	758787	14.441	0.293	32.963306	-96.990556                                                                                                                 
TX	4816624	02410225	Copperas Cove city	25	A	46712515	2581	18.036	0.001	31.119574	-97.91439                                                                                                              
TX	4816636	02413241	Copper Canyon town	43	A	11669000	73010	4.505	0.028	33.096676	-97.097127                                                                                                             
TX	4816696	02410229	Corinth city	25	A	20180795	150994	7.792	0.058	33.144829	-97.071299                                                                                                                  
TX	4817000	02410234	Corpus Christi city	25	A	452109963	852118618	174.561	329.005	27.754252	-97.173385                                                                                                   
TX	4817024	02413245	Corral City town	43	A	397169	0	0.153	0.	33.098512	-97.230394                                                                                                                        
TX	4817036	02413246	Corrigan town	43	A	5947193	0	2.296	0.	30.99881	-94.827488                                                                                                                           
TX	4817060	02410235	Corsicana city	25	A	58388621	2646836	22.544	1.022	32.08196	-96.467579                                                                                                               
TX	4817200	02410244	Cottonwood city	25	A	4003994	0	1.546	0.	32.468814	-96.3846                                                                                                                          
TX	4817208	02410246	Cottonwood Shores city	25	A	5130549	0	1.981	0.	30.552073	-98.324854                                                                                                                 
TX	4817216	02410247	Cotulla city	25	A	5205904	4677	2.01	0.002	28.436342	-99.236695                                                                                                                      
TX	4817236	02586922	Country Acres CDP	57	S	289139	0	0.112	0.	27.925064	-97.166012                                                                                                                       
TX	4817312	02761637	Coupland city	25	A	4990276	67403	1.927	0.026	30.456924	-97.392367                                                                                                                   
TX	4817336	02410250	Cove city	25	A	3152187	131783	1.217	0.051	29.813932	-94.812187                                                                                                                      
TX	4817372	02410252	Covington city	25	A	2127635	16675	0.821	0.006	32.179115	-97.260853                                                                                                                  
TX	4817408	02407676	Coyanosa CDP	57	S	558140	0	0.215	0.	31.240978	-103.064828                                                                                                                           
TX	4817426	02407677	Coyote Acres CDP	57	S	13278087	0	5.127	0.	27.713177	-98.134633                                                                                                                      
TX	4817429	02663677	Coyote Flats city	25	A	8621619	90641	3.329	0.035	32.355614	-97.292037                                                                                                               
TX	4817504	02410257	Crandall city	25	A	8133597	3262	3.14	0.001	32.628099	-96.454043                                                                                                                     
TX	4817516	02410258	Crane city	25	A	2678548	0	1.034	0.	31.391893	-102.350425                                                                                                                            
TX	4817540	02410259	Cranfills Gap city	25	A	1879863	478	0.726	0.	31.774815	-97.832955                                                                                                                   
TX	4817564	02412383	Crawford town	43	A	2431934	0	0.939	0.	31.537681	-97.442904                                                                                                                          
TX	4817612	02410260	Creedmoor city	25	A	5912185	655	2.283	0.	30.095861	-97.745367                                                                                                                       
TX	4817648	02410263	Cresson city	25	A	29901295	6036	11.545	0.002	32.529861	-97.615349                                                                                                                   
TX	4817744	02410266	Crockett city	25	A	22923659	4233	8.851	0.002	31.317111	-95.456586                                                                                                                   
TX	4817756	02407685	Crosby CDP	57	S	5766299	18027	2.226	0.007	29.915154	-95.057681                                                                                                                      
TX	4817768	02410267	Crosbyton city	25	A	5466244	0	2.111	0.	33.641298	-101.23772                                                                                                                         
TX	4817811	02407686	Cross Mountain CDP	57	S	17422128	9774	6.727	0.004	29.656352	-98.645546                                                                                                              
TX	4817816	02412390	Cross Plains town	43	A	3108078	0	1.2	0.	32.127068	-99.165775                                                                                                                        
TX	4817852	02412391	Cross Roads town	43	A	16639247	190792	6.424	0.074	33.220449	-96.995808                                                                                                              
TX	4817917	02412392	Cross Timber town	43	A	3651526	0	1.41	0.	32.48324	-97.325928                                                                                                                        
TX	4817948	02410269	Crowell city	25	A	4883719	4491	1.886	0.002	33.983561	-99.724374                                                                                                                     
TX	4817960	02410270	Crowley city	25	A	18789801	32438	7.255	0.013	32.577371	-97.357758                                                                                                                   
TX	4818020	02410271	Crystal City city	25	A	9438902	18013	3.644	0.007	28.69113	-99.825631                                                                                                                
TX	4818092	02410273	Cuero city	25	A	16997819	45653	6.563	0.018	29.1023	-97.287097                                                                                                                       
TX	4818104	02408631	Cuevitas CDP	57	S	795718	69455	0.307	0.027	26.256606	-98.577512                                                                                                                     
TX	4818128	02410277	Cumby city	25	A	2615300	13229	1.01	0.005	33.135283	-95.840106                                                                                                                       
TX	4818134	02408632	Cumings CDP	57	S	6294840	320875	2.43	0.124	29.585018	-95.796194                                                                                                                     
TX	4818152	02412396	Cuney town	43	A	4256280	0	1.643	0.	32.037434	-95.414719                                                                                                                             
TX	4818224	02410280	Cushing city	25	A	3554955	4129	1.373	0.002	31.812417	-94.841684                                                                                                                     
TX	4818260	02412399	Cut and Shoot city	25	A	7020233	0	2.711	0.	30.335475	-95.345054                                                                                                                     
TX	4818464	02410284	Daingerfield city	25	A	6357675	9144	2.455	0.004	33.030488	-94.72588                                                                                                                 
TX	4818476	02410285	Daisetta city	25	A	3833502	2903	1.48	0.001	30.114693	-94.641633                                                                                                                     
TX	4818524	02410286	Dalhart city	25	A	12404404	26438	4.789	0.01	36.057423	-102.512212                                                                                                                   
TX	4819000	02410288	Dallas city	25	A	880490579	116176833	339.959	44.856	32.793333	-96.766513                                                                                                            
TX	4819084	02410290	Dalworthington Gardens city	25	A	4580439	91231	1.769	0.035	32.686262	-97.155115                                                                                                     
TX	4819108	02408640	Damon CDP	57	S	3610270	0	1.394	0.	29.283237	-95.740772                                                                                                                              
TX	4819120	02410294	Danbury city	25	A	2510574	0	0.969	0.	29.227417	-95.34617                                                                                                                            
TX	4819288	02412406	Darrouzett town	43	A	971039	0	0.375	0.	36.444886	-100.325792                                                                                                                        
TX	4819420	02412409	Dawson town	43	A	4623516	42334	1.785	0.016	31.894596	-96.714699                                                                                                                     
TX	4819432	02410300	Dayton city	25	A	54607532	25681	21.084	0.01	30.036659	-94.898633                                                                                                                    
TX	4819435	02410302	Dayton Lakes city	25	A	2221435	292747	0.858	0.113	30.143605	-94.81582                                                                                                               
TX	4819456	02410305	Dean city	25	A	5515115	30958	2.129	0.012	33.916212	-98.40145                                                                                                                        
TX	4819528	02410307	Decatur city	25	A	21889667	0	8.452	0.	33.227654	-97.589777                                                                                                                          
TX	4819570	02410309	DeCordova city	25	A	3649312	544969	1.409	0.21	32.429104	-97.693084                                                                                                                  
TX	4819624	02410311	Deer Park city	25	A	27124632	168661	10.473	0.065	29.686945	-95.116541                                                                                                               
TX	4819648	02410303	De Kalb city	25	A	3545674	19	1.369	0.	33.507351	-94.616534                                                                                                                          
TX	4819672	02410304	De Leon city	25	A	5805995	0	2.242	0.	32.11135	-98.535156                                                                                                                            
TX	4819708	02410318	Dell City city	25	A	4316790	0	1.667	0.	31.934889	-105.199816                                                                                                                        
TX	4819714	02408649	Del Mar Heights CDP	57	S	1173266	3112	0.453	0.001	26.05588	-97.423594                                                                                                               
TX	4819732	02584623	Delmita CDP	57	S	8077113	0	3.119	0.	26.68515	-98.423067                                                                                                                             
TX	4819792	02410316	Del Rio city	25	A	52684844	181849	20.342	0.07	29.370099	-100.880772                                                                                                                 
TX	4819808	02586923	Del Sol CDP	57	S	2222515	0	0.858	0.	28.01316	-97.520239                                                                                                                             
TX	4819900	02410322	Denison city	25	A	74078621	1179131	28.602	0.455	33.766936	-96.580667                                                                                                                
TX	4819972	02410323	Denton city	25	A	248271719	4519169	95.858	1.745	33.217449	-97.141346                                                                                                                
TX	4819984	02412419	Denver City town	43	A	6532310	0	2.522	0.	32.967998	-102.831778                                                                                                                      
TX	4820020	02410326	Deport city	25	A	2880569	0	1.112	0.	33.529148	-95.317422                                                                                                                            
TX	4820092	02410329	DeSoto city	25	A	56029492	86404	21.633	0.033	32.599349	-96.862941                                                                                                                   
TX	4820128	02412421	Detroit town	43	A	4100936	0	1.583	0.	33.660217	-95.266425                                                                                                                           
TX	4820140	02410331	Devers city	25	A	4816574	0	1.86	0.	30.028699	-94.585972                                                                                                                             
TX	4820152	02410332	Devine city	25	A	8322963	26692	3.214	0.01	29.145834	-98.904985                                                                                                                      
TX	4820212	02408667	Deweyville CDP	57	S	29036505	243893	11.211	0.094	30.299774	-93.772977                                                                                                               
TX	4820248	02586924	D'Hanis CDP	57	S	6807614	4665	2.628	0.002	29.329008	-99.268722                                                                                                                      
TX	4820308	02410335	Diboll city	25	A	12274702	145224	4.739	0.056	31.188315	-94.782885                                                                                                                   
TX	4820332	02410336	Dickens city	25	A	2480196	0	0.958	0.	33.621273	-100.836804                                                                                                                          
TX	4820344	02410337	Dickinson city	25	A	25537776	1052156	9.86	0.406	29.451719	-95.05622                                                                                                                 
TX	4820428	02410339	Dilley city	25	A	6035066	0	2.33	0.	28.667515	-99.176465                                                                                                                             
TX	4820464	02410341	Dimmitt city	25	A	8159401	274699	3.15	0.106	34.547895	-102.306845                                                                                                                   
TX	4820540	02412433	DISH town	43	A	4206247	11724	1.624	0.005	33.128666	-97.307876                                                                                                                       
TX	4820680	02412436	Dodd City town	43	A	4582830	0	1.769	0.	33.575673	-96.075543                                                                                                                         
TX	4820716	02412437	Dodson town	43	A	1579554	0	0.61	0.	34.765375	-100.020419                                                                                                                            
TX	4820734	02408677	Doffing CDP	57	S	11226253	0	4.334	0.	26.278778	-98.38558                                                                                                                            
TX	4820848	02412440	Domino town	43	A	1171225	0	0.452	0.	33.264004	-94.110991                                                                                                                            
TX	4820884	02410345	Donna city	25	A	21476427	27860	8.292	0.011	26.16105	-98.038929                                                                                                                      
TX	4820926	02408682	Doolittle CDP	57	S	11089853	0	4.282	0.	26.359768	-98.116767                                                                                                                         
TX	4820932	02412441	Dorchester city	25	A	3390489	0	1.309	0.	33.531274	-96.689098                                                                                                                        
TX	4821028	02412442	Double Oak town	43	A	6334591	80878	2.446	0.031	33.06249	-97.107358                                                                                                                  
TX	4821112	02412445	Douglassville town	43	A	16383304	0	6.326	0.	33.191645	-94.35194                                                                                                                     
TX	4821412	02629098	Driftwood CDP	57	S	3350652	0	1.294	0.	30.133072	-98.037292                                                                                                                          
TX	4821424	02410357	Dripping Springs city	25	A	16566388	0	6.396	0.	30.192007	-98.081001                                                                                                                 
TX	4821436	02410358	Driscoll city	25	A	3013983	0	1.164	0.	27.67302	-97.751039                                                                                                                           
TX	4821484	02410363	Dublin city	25	A	9291432	1232	3.587	0.	32.087765	-98.338865                                                                                                                         
TX	4821556	02410367	Dumas city	25	A	14305545	49116	5.523	0.019	35.86202	-101.964972                                                                                                                     
TX	4821628	02410369	Duncanville city	25	A	29024340	30948	11.206	0.012	32.645938	-96.911292                                                                                                              
TX	4821844	02410379	Eagle Lake city	25	A	7589960	18235	2.931	0.007	29.587326	-96.328579                                                                                                                 
TX	4821892	02410381	Eagle Pass city	25	A	24884190	183987	9.608	0.071	28.711448	-100.481575                                                                                                              
TX	4821904	02410383	Early city	25	A	7663341	0	2.959	0.	31.745082	-98.937335                                                                                                                             
TX	4821928	02410384	Earth city	25	A	3111844	0	1.201	0.	34.2338	-102.409176                                                                                                                              
TX	4821958	02584624	East Alto Bonito CDP	57	S	290684	0	0.112	0.	26.302275	-98.635768                                                                                                                    
TX	4821988	02410385	East Bernard city	25	A	9803967	18112	3.785	0.007	29.524377	-96.062974                                                                                                               
TX	4822132	02410392	Eastland city	25	A	10990480	72687	4.243	0.028	32.402921	-98.817665                                                                                                                  
TX	4822168	02410388	East Mountain city	25	A	5471951	23575	2.113	0.009	32.585825	-94.85798                                                                                                               
TX	4822192	02410393	Easton city	25	A	6332307	0	2.445	0.	32.381929	-94.591243                                                                                                                            
TX	4822276	02410390	East Tawakoni city	25	A	4617907	127923	1.783	0.049	32.907624	-95.933131                                                                                                             
TX	4822516	02410395	Ector city	25	A	3041892	0	1.174	0.	33.579284	-96.273115                                                                                                                             
TX	4822528	02410396	Edcouch city	25	A	2679628	0	1.035	0.	26.293723	-97.963091                                                                                                                           
TX	4822552	02410398	Eden city	25	A	6161902	0	2.379	0.	31.216246	-99.843965                                                                                                                              
TX	4822588	02412465	Edgecliff Village town	43	A	3085845	0	1.191	0.	32.656077	-97.340598                                                                                                                 
TX	4822593	02586925	Edgewater Estates CDP	57	S	130852	0	0.051	0.	28.096882	-97.864972                                                                                                                   
TX	4822612	02412468	Edgewood town	43	A	3516925	45854	1.358	0.018	32.69076	-95.882221                                                                                                                    
TX	4822660	02410401	Edinburg city	25	A	106242680	149098	41.021	0.058	26.321056	-98.162837                                                                                                               
TX	4822708	02412469	Edmonson town	43	A	1109494	0	0.428	0.	34.279108	-101.896665                                                                                                                         
TX	4822720	02410404	Edna city	25	A	10707005	140	4.134	0.	28.975125	-96.648464                                                                                                                           
TX	4822744	02410405	Edom city	25	A	6496736	102027	2.508	0.039	32.374148	-95.609273                                                                                                                      
TX	4822768	02408047	Edroy CDP	57	S	5721759	0	2.209	0.	27.9609	-97.675441                                                                                                                                
TX	4822810	02408051	Eidson Road CDP	57	S	18256233	685532	7.049	0.265	28.671663	-100.482728                                                                                                              
TX	4822840	02408066	Elbert CDP	57	S	15581689	0	6.016	0.	33.274758	-99.002109                                                                                                                            
TX	4822853	02584626	El Brazil CDP	57	S	468115	0	0.181	0.	26.468651	-98.726828                                                                                                                           
TX	4822858	02408052	El Camino Angosto CDP	57	S	838944	0	0.324	0.	26.111524	-97.643788                                                                                                                   
TX	4822864	02410407	El Campo city	25	A	22370275	42827	8.637	0.017	29.198378	-96.275013                                                                                                                  
TX	4822892	02584627	El Castillo CDP	57	S	72044	0	0.028	0.	26.334926	-98.638659                                                                                                                          
TX	4822898	02584628	El Cenizo CDP	57	S	76788	0	0.03	0.	26.410571	-98.915845                                                                                                                             
TX	4822905	02410408	El Cenizo city	25	A	1334561	37779	0.515	0.015	27.331677	-99.501281                                                                                                                  
TX	4822920	02584629	El Chaparral CDP	57	S	253706	0	0.098	0.	26.348795	-98.767339                                                                                                                        
TX	4822960	02410418	Eldorado city	25	A	3607082	0	1.393	0.	30.861728	-100.597926                                                                                                                         
TX	4822984	02410419	Electra city	25	A	7467114	0	2.883	0.	34.032095	-98.920798                                                                                                                           
TX	4823044	02410423	Elgin city	25	A	16190216	0	6.251	0.	30.351203	-97.387572                                                                                                                            
TX	4823062	02584630	Elias-Fela Solis CDP	57	S	611817	15952	0.236	0.006	26.38543	-98.622008                                                                                                              
TX	4823080	02408057	El Indio CDP	57	S	4534823	28010	1.751	0.011	28.508925	-100.307239                                                                                                                   
TX	4823140	02412476	Elkhart town	43	A	3974417	14893	1.535	0.006	31.628154	-95.578675                                                                                                                    
TX	4823164	02410411	El Lago city	25	A	1651917	174245	0.638	0.067	29.571486	-95.04526                                                                                                                    
TX	4823254	02408077	Elm Creek CDP	57	S	7323565	81969	2.828	0.032	28.777026	-100.493386                                                                                                                  
TX	4823272	02410432	Elmendorf city	25	A	13032461	70407	5.032	0.027	29.253495	-98.31201                                                                                                                  
TX	4823278	02584631	El Mesquite CDP	57	S	19374	0	0.007	0.	26.384685	-98.771579                                                                                                                          
TX	4823356	02586926	Elmo CDP	57	S	10648890	949108	4.112	0.366	32.739676	-96.152689                                                                                                                      
TX	4823398	02584625	E. Lopez CDP	57	S	53542	0	0.021	0.	26.308661	-98.637851                                                                                                                             
TX	4824000	02410414	El Paso city	25	A	666547275	2247822	257.355	0.868	31.84836	-106.426979                                                                                                              
TX	4824013	02584632	El Quiote CDP	57	S	131500	0	0.051	0.	26.38449	-98.908378                                                                                                                            
TX	4824015	02584633	El Rancho Vela CDP	57	S	334593	0	0.129	0.	26.403815	-98.769016                                                                                                                      
TX	4824018	02408060	El Refugio CDP	57	S	1616347	0	0.624	0.	26.340638	-98.758944                                                                                                                         
TX	4824036	02410434	Elsa city	25	A	5128615	0	1.98	0.	26.296878	-97.993674                                                                                                                               
TX	4824055	02584634	El Socio CDP	57	S	29075	0	0.011	0.	26.340454	-98.637097                                                                                                                             
TX	4824158	02586927	Emerald Bay CDP	57	S	1993507	1984466	0.77	0.766	32.161272	-95.438638                                                                                                                
TX	4824168	02412484	Emhouse town	43	A	690989	3098	0.267	0.001	32.161303	-96.577011                                                                                                                      
TX	4824216	02410438	Emory city	25	A	5079325	37314	1.961	0.014	32.876983	-95.766251                                                                                                                      
TX	4824223	02034728	Encantada-Ranchito-El Calaboz CDP	57	S	7483695	54132	2.889	0.021	26.034678	-97.636372                                                                                               
TX	4824228	02412487	Enchanted Oaks town	43	A	1023760	0	0.395	0.	32.2666	-96.108989                                                                                                                      
TX	4824240	02410439	Encinal city	25	A	1119238	624	0.432	0.	28.040475	-99.354489                                                                                                                         
TX	4824252	02408083	Encino CDP	57	S	17385102	0	6.712	0.	26.936337	-98.11527                                                                                                                             
TX	4824348	02410443	Ennis city	25	A	73137990	1235201	28.239	0.477	32.325935	-96.637641                                                                                                                  
TX	4824552	02410454	Escobares city	25	A	6860207	127861	2.649	0.049	26.412634	-98.960029                                                                                                                 
TX	4824636	02412602	Estelline town	43	A	1898617	0	0.733	0.	34.546994	-100.439938                                                                                                                        
TX	4824738	02584636	Eugenio Saenz CDP	57	S	75179	0	0.029	0.	26.358253	-98.633123                                                                                                                        
TX	4824768	02410461	Euless city	25	A	41876826	202552	16.169	0.078	32.849366	-97.078592                                                                                                                  
TX	4824816	02410464	Eureka city	25	A	6189383	179748	2.39	0.069	32.006774	-96.270567                                                                                                                     
TX	4824828	02410466	Eustace city	25	A	7579008	0	2.926	0.	32.307542	-96.013801                                                                                                                           
TX	4824840	02408094	Evadale CDP	57	S	43533629	2246620	16.808	0.867	30.326641	-94.052041                                                                                                                 
TX	4824864	02412607	Evant town	43	A	1578485	0	0.609	0.	31.476158	-98.15016                                                                                                                              
TX	4824894	02584637	Evergreen CDP	57	S	33060	0	0.013	0.	26.424841	-99.024011                                                                                                                            
TX	4824912	02410470	Everman city	25	A	4571243	31790	1.765	0.012	32.628124	-97.283788                                                                                                                    
TX	4825032	02408099	Fabens CDP	57	S	11202112	58740	4.325	0.023	31.513974	-106.145258                                                                                                                    
TX	4825038	02586928	Fabrica CDP	57	S	808578	810	0.312	0.	28.741973	-100.492598                                                                                                                          
TX	4825068	02413550	Fairchilds village	47	A	5153502	15961	1.99	0.006	29.440841	-95.775983                                                                                                               
TX	4825104	02410476	Fairfield city	25	A	14137451	10543	5.459	0.004	31.71744	-96.170483                                                                                                                  
TX	4825168	02410473	Fair Oaks Ranch city	25	A	26469884	62261	10.22	0.024	29.746165	-98.638114                                                                                                           
TX	4825224	02412617	Fairview town	43	A	22895271	42831	8.84	0.017	33.140513	-96.613031                                                                                                                   
TX	4825338	02584638	Falconaire CDP	57	S	506340	0	0.195	0.	26.551121	-99.116881                                                                                                                          
TX	4825344	02408107	Falcon Heights CDP	57	S	169682	0	0.066	0.	26.560372	-99.122493                                                                                                                      
TX	4825348	02408108	Falcon Lake Estates CDP	57	S	1737577	2237301	0.671	0.864	26.87195	-99.257431                                                                                                        
TX	4825352	02408109	Falcon Mesa CDP	57	S	3934622	5032539	1.519	1.943	26.870557	-99.29173                                                                                                                
TX	4825356	02408110	Falcon Village CDP	57	S	2156270	0	0.833	0.	26.56511	-99.134151                                                                                                                      
TX	4825368	02410480	Falfurrias city	25	A	7410517	0	2.861	0.	27.22441	-98.145191                                                                                                                         
TX	4825392	02410483	Falls City city	25	A	2310705	47044	0.892	0.018	28.981666	-98.021565                                                                                                                 
TX	4825397	02586929	Falman CDP	57	S	195248	0	0.075	0.	27.928053	-97.171276                                                                                                                              
TX	4825404	02586930	Fannett CDP	57	S	25393706	204538	9.805	0.079	29.926273	-94.243345                                                                                                                   
TX	4825452	02410484	Farmers Branch city	25	A	30547372	410717	11.794	0.159	32.927789	-96.878539                                                                                                          
TX	4825488	02410486	Farmersville city	25	A	10493605	432257	4.052	0.167	33.161573	-96.360652                                                                                                             
TX	4825548	02410490	Farwell city	25	A	2125502	0	0.821	0.	34.385617	-103.037289                                                                                                                          
TX	4825572	02410491	Fate city	25	A	27800420	444351	10.734	0.172	32.942685	-96.38735                                                                                                                     
TX	4825644	02410492	Fayetteville city	25	A	1299165	0	0.502	0.	29.906326	-96.675873                                                                                                                      
TX	4825656	02408205	Faysville CDP	57	S	1562658	0	0.603	0.	26.405697	-98.130849                                                                                                                          
